t_s,mx,my,mz,yaw_deg,roll_deg,pitch_deg
430.96,8221.918965814368,-4089.5794794750404,-4173.599445079169,128.68845920388742,-17.447411622651607,23.221695646606573
430.96500000000003,8221.627203014617,-4088.955531678858,-4174.347452446561,128.6887080162468,-17.469448689596238,23.211333084822797
430.97,8219.963346601164,-4088.3336028984804,-4174.527994015653,128.68740863394328,-17.48975014600457,23.198441079773694
430.975,8217.577135471658,-4087.6808177499092,-4173.797941094265,128.68117744941597,-17.505822997285794,23.18342073672323
430.98,8215.138253477631,-4086.5469421267785,-4172.293174404164,128.6761908602889,-17.521332993859023,23.17174092972979
430.985,8213.19240405235,-4084.5180471428753,-4170.7655052183445,128.66887755607513,-17.530120103409537,23.154281761731202
430.99,8212.035816246984,-4081.65506763917,-4170.468067192578,128.65878216110238,-17.535850087413387,23.139838979881432
430.995,8211.50724308883,-4078.463455735802,-4172.364073276776,128.65432156761315,-17.53990982278632,23.12879675988493
431.0,8211.189886140879,-4075.627509828947,-4176.319541917085,128.64679734080758,-17.53957342435249,23.118182853351485
431.005,8210.749389291783,-4073.765408207301,-4181.0528065268445,128.63736680190132,-17.539798282957655,23.106713694303473
431.01,8209.986856038257,-4073.170380355909,-4185.004845616221,128.63201014065345,-17.53960416546845,23.09758833761605
431.015,8208.750446948077,-4073.5646785929166,-4187.407990268449,128.62709748182303,-17.539830248888997,23.09086250381136
431.02,8206.896937056596,-4074.1678035370683,-4188.348446902331,128.62018136030173,-17.53958987367637,23.080779718787753
431.025,8204.398888402511,-4074.315749165663,-4187.96653808849,128.610456377882,-17.540008745792676,23.075856430705294
431.03000000000003,8201.625732106118,-4074.050051781752,-4186.104169141548,128.60405452356392,-17.538643061309077,23.07000334516866
431.035,8199.273817616837,-4073.871159063567,-4182.764042145764,128.59287830472812,-17.533323467413837,23.064896794847815
431.04,8197.940702340034,-4074.2272358521204,-4178.642909628233,128.58190920868844,-17.52670384308199,23.05903510629304
431.045,8197.722895720299,-4075.1483603855468,-4174.940122066404,128.57223545506687,-17.517096231394447,23.054791941518623
431.05,8198.29376341569,-4076.1443016298217,-4172.759877822039,128.5658703195833,-17.519370499056098,23.054886831290638
431.055,8199.19079920878,-4076.5531707160203,-4172.692466263065,128.55434183173446,-17.522233427887144,23.054286080645706
431.06,8199.835462274707,-4076.0708888854133,-4174.6597688874435,128.54434843975616,-17.517895457873728,23.046582552536275
431.065,8199.776838400432,-4075.024851331385,-4178.170355697017,128.53918929399393,-17.516102055395066,23.031279382611192
431.07,8199.012090445582,-4074.0667100834253,-4182.6600339892475,128.53250234202517,-17.49615027800554,23.02851557611581
431.075,8197.976310941205,-4073.729468661849,-4187.387472430601,128.52246767114985,-17.464015551802127,23.031625815647075
431.08,8197.168070157197,-4074.2236562811768,-4191.275021131554,128.51717804915302,-17.42893136500375,23.01911874717596
431.085,8196.812720700678,-4075.362275955012,-4193.344634182166,128.51176222902671,-17.378588236315238,23.00471807064917
431.09000000000003,8196.858702121299,-4076.5468640556624,-4193.241469245003,128.506419429806,-17.32452818083564,22.999152287418465
431.095,8197.163915118948,-4077.115489426675,-4191.2418963356,128.50130194965274,-17.268336504535377,22.9939110841421
431.1,8197.478461694702,-4076.866997723022,-4188.168900168631,128.49493739851462,-17.202667515442805,22.98757079064099
431.105,8197.433531519286,-4076.211757014439,-4185.243368505874,128.484517998167,-17.137855963608455,22.97724119379109
431.11,8196.831174617515,-4075.8184297321213,-4183.360417737948,128.47937773799916,-17.078174989470376,22.97242159409214
431.115,8196.17314392271,-4076.175808948412,-4182.5203852966415,128.4733442060908,-17.02468332303015,22.97253237558474
431.12,8196.396662079918,-4077.2692647424983,-4182.068505774605,128.46974927839236,-16.981588359112816,22.97173240488901
431.125,8197.90555042811,-4078.507661466955,-4181.3962429229405,128.4733544123038,-16.942950460515945,22.96732464798074
431.13,8200.06960722398,-4079.148413079926,-4180.373204798621,128.46896903155448,-16.90677333563934,22.973369970429925
431.135,8201.596472581745,-4078.8686627850498,-4179.3830644674,128.47477284510992,-16.899234664093704,22.983437055137816
431.14,8201.589624923208,-4077.987382273153,-4179.12978475444,128.48531607429535,-16.925935155785776,22.98954659131113
431.145,8200.292941311036,-4077.2153849373667,-4180.026250401839,128.4967766031882,-16.95912626417407,23.000394694170183
431.15,8198.748175425828,-4077.13876770077,-4181.769109031214,128.5130170447801,-16.997438405579807,23.011119253173867
431.15500000000003,8197.663774916165,-4077.8063829569837,-4183.545328892738,128.52938558608716,-17.04226105039531,23.02272940868518
431.16,8196.873344447835,-4078.8312542835556,-4184.558692246232,128.54632460222524,-17.102196515203676,23.038254820804532
431.165,8195.913140646682,-4079.873134821472,-4184.329017903377,128.56804533048225,-17.167564798059537,23.0503633608241
431.17,8194.697810254285,-4080.939902465578,-4182.7374668929115,128.5901650277911,-17.23319625432045,23.07137762528582
431.175,8193.486833045685,-4082.2063565006492,-4180.0719426513815,128.61158015559613,-17.298661997915087,23.08766660664796
431.18,8192.583486678015,-4083.636777987163,-4177.0091816888435,128.6278952748089,-17.364332016024978,23.099207092107594
431.185,8192.057483326422,-4084.8116387645377,-4174.51959261626,128.639054650331,-17.4294270067484,23.1149289297037
