year,latitude_deg,longitude_deg,north_nT,east_nT,down_nT,declination_deg
1880.0,17.0,-64.21459730181162,30534.737452795674,-1.0131005756530698e-10,33869.90144763175,-1.900995130445456e-13
1880.0,17.0,61.69060044094263,36655.03070219236,-3.9674485918794744e-11,10202.767821792475,-6.201551475885662e-14
1880.0,17.0,126.8152159963941,36069.02795912448,-2.799982468104645e-13,15414.095097872014,-4.447782133602967e-16
1880.0,17.0,134.99994764510777,35090.35197093631,-1.021084600002677e-09,14621.458739632906,-1.6672342914774186e-12
1881.0,17.0,-64.41235967405684,30540.018163289402,2.7789201495487248e-11,33777.48729587325,5.2135003758575433e-14
1881.0,17.0,61.521965449285005,36651.23691843025,1.3111317587188864e-12,10229.761391538168,2.049652957889166e-15
1881.0,17.0,126.77595880498652,36094.57621843562,-7.138595270461678e-13,15406.983967129927,-1.1331657647793588e-15
1881.0,17.0,135.07713695459216,35095.03375999985,-1.1555448438393956e-12,14604.222301290969,-1.8865302436483948e-15
1882.0,17.0,-64.59326171759744,30541.02534811713,-4.979780476865869e-12,33689.80295115456,-9.342201218651912e-15
1882.0,17.0,61.35389735037361,36644.645079450616,8.521715277876041e-11,10261.851412684136,1.3324138317504226e-13
1882.0,17.0,126.6928362480174,36126.58859029169,-2.2153112677614217e-12,15398.096591473315,-3.5134229636233818e-15
1882.0,17.0,135.17246787533995,35098.841699332836,-2.5422498307892116e-12,14580.179385158757,-4.1499997925811395e-15
1883.0,17.0,-64.76136728012098,30538.778250694733,1.1923026455029628e-10,33606.85455656787,2.2369562046264383e-13
1883.0,17.0,61.18555099552017,36635.45500288262,-9.720583366013003e-11,10296.810167896634,-1.5202442585571647e-13
1883.0,17.0,126.59131901648146,36162.67895147168,-6.505629368547261e-13,15384.64362928085,-1.0307452785627973e-15
1883.0,17.0,135.2625697189023,35105.19041645465,-1.3069849889857377e-11,14551.420020072683,-2.1331524731093576e-14
1884.0,17.0,-64.91739168917006,30533.422486868734,1.782030079056085e-11,33528.602946558036,3.343968483689919e-14
1884.0,17.0,61.01690948092335,36623.58371388809,-4.830441602265978e-13,10334.163217055258,-7.556986207477545e-16
1884.0,17.0,126.4854015426897,36201.21696513303,-2.2372717567442635e-10,15365.80980691104,-3.5409370190158915e-13
1884.0,17.0,135.336859061845,35115.41043960127,-2.7710585562279455e-12,14519.637426729638,-4.521375603129058e-15
1885.0,17.0,-65.05864613892629,30524.236601152294,-1.81230030982249e-12,33454.937584887215,-3.401793804702729e-15
1885.0,17.0,60.84865390487321,36608.66095216676,2.19689919034316e-10,10375.18590259196,3.438340773699364e-13
1885.0,17.0,126.37847111515968,36241.27074246576,4.04717925839293e-13,15342.6582836799,6.398403965650362e-16
1885.0,17.0,135.3966741017037,35128.8038226959,-9.008072066052364e-14,14486.210927881773,-1.4692345163231439e-16
1886.0,17.0,-65.18524035076591,30511.0506612011,-5.3364604402084126e-11,33385.670036807765,-1.0021177708943276e-13
1886.0,17.0,60.67999003528068,36590.36648564879,-2.15701380368305e-10,10420.497399173295,-3.3776045219708796e-13
1886.0,17.0,126.27888808583701,36281.4073345639,1.2289891326844327e-12,15315.653335685198,1.9408257711982142e-15
1886.0,17.0,135.43809957744574,35145.412592883724,-9.305195503017671e-13,14452.85053909182,-1.5169787193648655e-15
1887.0,17.0,-65.30892499086694,30495.96647022908,8.707566612198292e-11,33320.37435174128,1.635976407552244e-13
1887.0,17.0,60.504294025421984,36568.620413481636,-1.5228790450905194e-13,10467.750764555596,-2.3860495967857706e-16
1887.0,17.0,126.21666093413168,36318.06984841513,-5.334899189080033e-13,15282.590792473717,-8.41639461947866e-16
