Station,Frequency_Hz,Mean_PLV,Median_PLV,Hours_Available
IST,6.764,0.48670410919195395,0.47743517279485603,24
IST,6.765,0.4872262322527203,0.4755018067942196,24
IST,6.766,0.488378068641454,0.46835903893261266,24
IST,6.767,0.4903343675348559,0.46145016918018233,24
IST,6.768,0.49287566150794065,0.46560961224725694,24
IST,6.769,0.49578931989019986,0.46097630103206,24
IST,6.77,0.4990004188006762,0.45835014178037836,24
IST,6.771,0.5017767936400842,0.4602996411642565,24
IST,6.772,0.5051142791467947,0.4754975163998977,24
IST,6.773,0.5094457550959267,0.49488871562577763,24
IST,6.774,0.5139683281265377,0.5111305222742866,24
IST,6.775,0.5187904236335664,0.5307821190238589,24
IST,6.776,0.5222516385980939,0.5408298912667593,24
IST,6.777,0.5244519630489731,0.5454996719864437,24
IST,6.778,0.5258514323902418,0.5461039739084645,24
IST,6.779,0.5273662137122727,0.5386167960421261,24
IST,6.78,0.529457331195516,0.5356073984423486,24
IST,6.781,0.531595658247691,0.5380074170958566,24
IST,6.782,0.5326149385282514,0.5357100363402364,24
IST,6.783,0.5316907862630281,0.5340421307696784,24
IST,6.784,0.5304087543100192,0.5280902129019893,24
IST,6.785,0.5281799023246294,0.5286244595062944,24
IST,6.786,0.5251038432458699,0.5172115751909421,24
IST,6.787,0.5225414367167961,0.5096468595697579,24
IST,6.788,0.5202184306720822,0.5026910475251968,24
IST,6.789,0.5192365734427687,0.4952616173851283,24
IST,6.79,0.5176157533226915,0.49602638055118964,24
IST,6.791,0.5156375574439268,0.5044498530667724,24
IST,6.792,0.5128304455530291,0.5096783034437321,24
IST,6.793,0.5118153245507672,0.5077420043254893,24
IST,6.794,0.5111479693916129,0.502031545734948,24
IST,6.795,0.5104563019283767,0.4975580867250165,24
IST,6.796,0.509950532754596,0.49521165924930577,24
IST,6.797,0.5100485397892202,0.4922840395379908,24
IST,6.798,0.5105107716799812,0.48867470017902087,24
IST,6.799,0.5103442877876071,0.4872149113314419,24
IST,6.8,0.5110109004549883,0.49008242014925607,24
IST,6.801,0.511628101373251,0.49850555992175183,24
IST,6.802,0.5136282377571492,0.5114387438252541,24
IST,6.803,0.5158888158495553,0.5192660485203362,24
IST,6.804,0.5179181057000646,0.5163904076728827,24
IST,6.805,0.5178697692825678,0.5049976318522886,24
IST,6.806,0.5179563105402801,0.5001108637043843,24
IST,6.807,0.5177577295395186,0.4975720295127407,24
IST,6.808,0.5168309562780433,0.49881314799620924,24
IST,6.809,0.5152680903744596,0.5074973797857081,24
IST,6.81,0.5141323891351903,0.52094565102935,24
IST,6.811,0.5130773152844819,0.5286339956223696,24
IST,6.812,0.5113595472996225,0.5313848247519007,24
IST,6.813,0.5095392973180458,0.5319316589171004,24
IST,6.814,0.5067388402010338,0.5308356670685415,24
IST,6.815,0.5042986536193167,0.5290750767207817,24
IST,6.816,0.5019094117105473,0.5269778121289376,24
