Station,UTC_Hour,Pair,Frequency_Hz,PLV,Score
IST,2017-03-28T03,H-D,7.403,0.45193911960941996,4.519391196094199
IST,2017-03-28T03,H-D,7.404,0.45261887482016966,4.5261887482016965
IST,2017-03-28T03,H-D,7.405,0.45326114222006897,4.53261142220069
IST,2017-03-28T03,H-D,7.406,0.4538638276075714,4.538638276075714
IST,2017-03-28T03,H-D,7.407,0.4544228266832209,4.544228266832209
IST,2017-03-28T03,H-D,7.408,0.45492987147730385,4.549298714773038
IST,2017-03-28T03,H-D,7.409,0.45536946735490375,4.553694673549037
IST,2017-03-28T03,H-D,7.41,0.4556450450921474,4.556450450921474
IST,2017-03-28T03,H-D,7.411,0.45598442882280915,4.559844288228091
IST,2017-03-28T03,H-D,7.412,0.4564359314445119,4.564359314445118
IST,2017-03-28T03,H-D,7.413,0.4569258116408989,4.569258116408989
IST,2017-03-28T03,H-D,7.414,0.45743964833815304,4.5743964833815305
IST,2017-03-28T03,H-D,7.415,0.4579714652681055,4.579714652681055
IST,2017-03-28T03,H-D,7.416,0.4585184070200056,4.585184070200056
IST,2017-03-28T03,H-D,7.417,0.4590791760648316,4.590791760648316
IST,2017-03-28T03,H-D,7.418,0.45965326855740674,4.596532685574068
IST,2017-03-28T03,H-D,7.419,0.46024050706482933,4.6024050706482935
IST,2017-03-28T03,H-D,7.42,0.460840749602453,4.6084074960245305
IST,2017-03-28T03,H-D,7.421,0.4614537640440788,4.614537640440788
IST,2017-03-28T03,H-D,7.422,0.46207925373357106,4.620792537335711
IST,2017-03-28T03,H-D,7.423,0.46271697572517223,4.627169757251722
IST,2017-03-28T03,H-D,7.424,0.4633668709336925,4.633668709336925
IST,2017-03-28T03,H-D,7.425,0.46402914821501245,4.640291482150125
IST,2017-03-28T03,H-D,7.426,0.4647043072932613,4.647043072932613
IST,2017-03-28T03,H-D,7.427,0.4653931160906423,4.653931160906423
IST,2017-03-28T03,H-D,7.428,0.4660965664833932,4.660965664833932
IST,2017-03-28T03,H-D,7.429,0.46681582715810366,4.668158271581037
IST,2017-03-28T03,H-D,7.43,0.46755220390740465,4.675522039074046
IST,2017-03-28T03,H-D,7.431,0.4683071123223198,4.683071123223198
IST,2017-03-28T03,H-D,7.432,0.4690820675588904,4.690820675588904
IST,2017-03-28T03,H-D,7.433,0.46987870300096607,4.698787030009661
IST,2017-03-28T03,H-D,7.434,0.4706988522208671,4.706988522208671
IST,2017-03-28T03,H-D,7.435,0.47154458703244106,4.715445870324411
IST,2017-03-28T03,H-D,7.436,0.4723994877499873,4.723994877499873
IST,2017-03-28T03,H-D,7.437,0.4732859205564355,4.732859205564354
IST,2017-03-28T03,H-D,7.438,0.4742864311459607,4.742864311459607
IST,2017-03-28T03,H-D,7.439,0.47526195282362216,4.752619528236222
IST,2017-03-28T03,H-D,7.44,0.47625441532711255,4.762544153271126
IST,2017-03-28T03,H-D,7.441,0.4772601109357244,4.772601109357244
IST,2017-03-28T03,H-D,7.442,0.4782749108325827,4.782749108325827
IST,2017-03-28T03,H-D,7.443,0.47929393335497855,4.792939333549786
IST,2017-03-28T03,H-D,7.444,0.480309999373857,4.80309999373857
IST,2017-03-28T03,H-D,7.445,0.48130613074024453,4.813061307402445
IST,2017-03-28T03,H-D,7.446,0.4822292743967162,4.822292743967162
IST,2017-03-28T03,H-D,7.447,0.4830617046208695,4.830617046208695
IST,2017-03-28T03,H-D,7.448,0.4840169515637593,4.840169515637593
IST,2017-03-28T03,H-D,7.449,0.4851599488487462,4.851599488487462
IST,2017-03-28T03,H-D,7.45,0.48643854966175065,4.864385496617507
IST,2017-03-28T03,H-D,7.451,0.48786673387409385,4.8786673387409385
IST,2017-03-28T03,H-D,7.452,0.48958765260704207,4.8958765260704205
IST,2017-03-28T03,H-D,7.453,0.49131829862524723,4.9131829862524725
IST,2017-03-28T03,H-D,7.454,0.49288723035565013,4.928872303556501
IST,2017-03-28T03,H-D,7.455,0.49438068138627905,4.943806813862791
IST,2017-03-28T03,H-D,7.456,0.49583475346964156,4.958347534696416
IST,2017-03-28T03,H-D,7.457,0.49726334440607745,4.972633444060774
IST,2017-03-28T03,H-D,7.458,0.4986733624596457,4.986733624596457
IST,2017-03-28T03,H-D,7.459,0.5000686198488312,5.000686198488312
IST,2017-03-28T03,H-D,7.46,0.5014512694693358,5.014512694693359
IST,2017-03-28T03,H-D,7.461,0.5028224948416748,5.0282249484167485
IST,2017-03-28T03,H-D,7.462,0.5041828772834647,5.041828772834647
IST,2017-03-28T03,H-D,7.463,0.5055325889863794,5.055325889863794
IST,2017-03-28T03,H-D,7.464,0.5068714497538442,5.068714497538442
IST,2017-03-28T03,H-D,7.465,0.5081988293272626,5.081988293272626
IST,2017-03-28T03,H-D,7.466,0.5095133698949097,5.0951336989490965
IST,2017-03-28T03,H-D,7.467,0.5108125632389733,5.108125632389733
IST,2017-03-28T03,H-D,7.468,0.5120923174138442,5.120923174138442
IST,2017-03-28T03,H-D,7.469,0.5133466653498358,5.133466653498358
IST,2017-03-28T03,H-D,7.47,0.5145675883426852,5.145675883426852
IST,2017-03-28T03,H-D,7.471,0.5157446274329504,5.157446274329503
IST,2017-03-28T03,H-D,7.472,0.5168636744043095,5.168636744043095
IST,2017-03-28T03,H-D,7.473,0.5179038451479558,5.179038451479558
IST,2017-03-28T03,H-D,7.474,0.518829852975352,5.18829852975352
IST,2017-03-28T03,H-D,7.475,0.5195906210521086,5.195906210521086
IST,2017-03-28T03,H-D,7.476,0.51976984067396,5.1976984067396
IST,2017-03-28T03,H-D,7.477,0.5203404658436102,5.203404658436101
IST,2017-03-28T03,H-D,7.478,0.5209248174762611,5.20924817476261
IST,2017-03-28T03,H-D,7.479,0.5219559363081894,5.219559363081894
IST,2017-03-28T03,H-D,7.48,0.5229828074048346,5.229828074048346
IST,2017-03-28T03,H-D,7.481,0.5240094675539555,5.240094675539555
IST,2017-03-28T03,H-D,7.482,0.5249806423133833,5.249806423133832
IST,2017-03-28T03,H-D,7.483,0.5257220577497397,5.257220577497397
IST,2017-03-28T03,H-D,7.484,0.5265412542861173,5.265412542861173
IST,2017-03-28T03,H-D,7.485,0.5277371892955298,5.277371892955298
IST,2017-03-28T03,H-D,7.486,0.5291789050152093,5.291789050152093
IST,2017-03-28T03,H-D,7.487,0.5308325857292454,5.308325857292454
IST,2017-03-28T03,H-D,7.488,0.5327187035062442,5.327187035062442
IST,2017-03-28T03,H-D,7.489,0.5348857324017693,5.348857324017693
IST,2017-03-28T03,H-D,7.49,0.5378258054336091,5.378258054336092
IST,2017-03-28T03,H-D,7.491,0.5402064916988011,5.402064916988011
IST,2017-03-28T03,H-D,7.492,0.5423070190385154,5.423070190385154
IST,2017-03-28T03,H-D,7.493,0.544290136623539,5.44290136623539
IST,2017-03-28T03,H-D,7.494,0.5462000625371427,5.462000625371427
IST,2017-03-28T03,H-D,7.495,0.5480586716602392,5.480586716602392
IST,2017-03-28T03,H-D,7.496,0.5498791280655744,5.498791280655744
IST,2017-03-28T03,H-D,7.497,0.5516700915488494,5.516700915488494
IST,2017-03-28T03,H-D,7.498,0.5534375777319894,5.5343757773198945
IST,2017-03-28T03,H-D,7.499,0.5551859251454575,5.551859251454575
IST,2017-03-28T03,H-D,7.5,0.5569183399201049,5.569183399201049
IST,2017-03-28T03,H-D,7.501,0.5586372051529065,5.5863720515290645
IST,2017-03-28T03,H-D,7.502,0.5603442320473023,5.6034423204730235
IST,2017-03-28T03,H-D,7.503,0.5620404709478833,5.620404709478834
IST,2017-03-28T03,H-D,7.504,0.5637261437389665,5.637261437389665
IST,2017-03-28T03,H-D,7.505,0.5654001653553542,5.654001653553542
IST,2017-03-28T03,H-D,7.506,0.5670590709606522,5.670590709606522
IST,2017-03-28T03,H-D,7.507,0.5686953456459911,5.686953456459911
IST,2017-03-28T03,H-D,7.508,0.5703013876991356,5.703013876991356
IST,2017-03-28T03,H-D,7.509,0.5719090258079076,5.719090258079076
IST,2017-03-28T03,H-D,7.51,0.5735849318278475,5.7358493182784756
IST,2017-03-28T03,H-D,7.511,0.5753008385690455,5.753008385690455
IST,2017-03-28T03,H-D,7.512,0.5770216319090969,5.770216319090969
IST,2017-03-28T03,H-D,7.513,0.5787433918685545,5.7874339186855455
IST,2017-03-28T03,H-D,7.514,0.5804705004810535,5.804705004810535
IST,2017-03-28T03,H-D,7.515,0.5822092027306652,5.8220920273066525
IST,2017-03-28T03,H-D,7.516,0.5839672239973077,5.839672239973077
IST,2017-03-28T03,H-D,7.517,0.5857539346104298,5.857539346104298
IST,2017-03-28T03,H-D,7.518,0.5875799673141778,5.8757996731417785
IST,2017-03-28T03,H-D,7.519,0.5894577308761775,5.894577308761775
IST,2017-03-28T03,H-D,7.52,0.5914070287329054,5.914070287329054
IST,2017-03-28T03,H-D,7.521,0.5935092263640256,5.935092263640255
IST,2017-03-28T03,H-D,7.522,0.5959339115679405,5.9593391156794056
IST,2017-03-28T03,H-D,7.523,0.5978619084913549,5.978619084913549
IST,2017-03-28T03,H-D,7.524,0.5996347996838771,5.996347996838772
IST,2017-03-28T03,H-D,7.525,0.6012540805004991,6.012540805004991
IST,2017-03-28T03,H-D,7.526,0.6027779682598421,6.027779682598421
IST,2017-03-28T03,H-D,7.527,0.6038986252848035,6.038986252848035
IST,2017-03-28T03,H-D,7.528,0.6053477390937511,6.053477390937511
IST,2017-03-28T03,H-D,7.529,0.606878603140696,6.06878603140696
IST,2017-03-28T03,H-D,7.53,0.6085177801848882,6.085177801848882
IST,2017-03-28T03,H-D,7.531,0.6102779256241545,6.102779256241545
IST,2017-03-28T03,H-D,7.532,0.6121473071942001,6.121473071942001
IST,2017-03-28T03,H-D,7.533,0.6146281956477104,6.146281956477104
IST,2017-03-28T03,H-D,7.534,0.6169981874019796,6.169981874019797
IST,2017-03-28T03,H-D,7.535,0.6191023433845418,6.191023433845419
IST,2017-03-28T03,H-D,7.536,0.6206807360502996,6.206807360502996
IST,2017-03-28T03,H-D,7.537,0.6222057389729122,6.222057389729122
IST,2017-03-28T03,H-D,7.538,0.6237015713992237,6.237015713992236
IST,2017-03-28T03,H-D,7.539,0.6251333261037055,6.251333261037056
IST,2017-03-28T03,H-D,7.54,0.62650164832231,6.2650164832231
IST,2017-03-28T03,H-D,7.541,0.6278082670130013,6.278082670130013
IST,2017-03-28T03,H-D,7.542,0.6290526441885589,6.290526441885589
IST,2017-03-28T03,H-D,7.543,0.6302276552949251,6.302276552949251
IST,2017-03-28T03,H-D,7.544,0.6312998946339249,6.312998946339249
IST,2017-03-28T03,H-D,7.545,0.632062251927851,6.32062251927851
IST,2017-03-28T03,H-D,7.546,0.6328664187870021,6.328664187870022
IST,2017-03-28T03,H-D,7.547,0.6347814478514269,6.347814478514269
IST,2017-03-28T03,H-D,7.548,0.6364814395425767,6.364814395425768
IST,2017-03-28T03,H-D,7.549,0.638208791129027,6.382087911290269
IST,2017-03-28T03,H-D,7.55,0.6400150036211529,6.40015003621153
IST,2017-03-28T03,H-D,7.551,0.6416368786799581,6.416368786799581
IST,2017-03-28T03,H-D,7.552,0.6435103733576968,6.435103733576968
IST,2017-03-28T03,H-D,7.553,0.6455039968077716,6.455039968077716
IST,2017-03-28T03,H-D,7.554,0.6472488631316387,6.472488631316386
IST,2017-03-28T03,H-D,7.555,0.6488968893621849,6.488968893621849
IST,2017-03-28T03,H-D,7.556,0.6505236122517485,6.505236122517485
IST,2017-03-28T03,H-D,7.557,0.6522582218291619,6.522582218291619
IST,2017-03-28T03,H-D,7.558,0.6540027511452144,6.540027511452145
IST,2017-03-28T03,H-D,7.559,0.6553173931853653,6.553173931853653
IST,2017-03-28T03,H-D,7.56,0.6564249121097171,6.564249121097171
IST,2017-03-28T03,H-D,7.561,0.6572703768373209,6.572703768373209
IST,2017-03-28T03,H-D,7.562,0.6576802996534067,6.576802996534067
IST,2017-03-28T03,H-D,7.563,0.6582598851322211,6.582598851322211
IST,2017-03-28T03,H-D,7.564,0.6588457189383726,6.5884571893837265
IST,2017-03-28T03,H-D,7.565,0.6594251625796861,6.594251625796861
IST,2017-03-28T03,H-D,7.566,0.6599841344750818,6.599841344750818
IST,2017-03-28T03,H-D,7.567,0.6605159405799181,6.605159405799181
IST,2017-03-28T03,H-D,7.568,0.6610170376781402,6.610170376781403
IST,2017-03-28T03,H-D,7.569,0.6614749546018872,6.6147495460188726
IST,2017-03-28T03,H-D,7.57,0.6618561163595664,6.618561163595665
IST,2017-03-28T03,H-D,7.571,0.6621439481263786,6.621439481263786
IST,2017-03-28T03,H-D,7.572,0.6623633899153528,6.623633899153528
IST,2017-03-28T03,H-D,7.573,0.6625327693766585,6.625327693766585
IST,2017-03-28T03,H-D,7.574,0.6626543473078149,6.626543473078149
IST,2017-03-28T03,H-D,7.575,0.6627249093836006,6.6272490938360065
IST,2017-03-28T03,H-D,7.576,0.6627397803950148,6.6273978039501475
IST,2017-03-28T03,H-D,7.577,0.6626929857877341,6.62692985787734
IST,2017-03-28T03,H-D,7.578,0.6625759846342615,6.625759846342615
IST,2017-03-28T03,H-D,7.579,0.6623735424490899,6.623735424490898
IST,2017-03-28T03,H-D,7.58,0.6620268009941971,6.620268009941971
IST,2017-03-28T03,H-D,7.581,0.6614312469815803,6.614312469815803
IST,2017-03-28T03,H-D,7.582,0.6609340357322468,6.609340357322468
IST,2017-03-28T03,H-D,7.583,0.6606868762132386,6.606868762132386
IST,2017-03-28T03,H-D,7.584,0.6605923201608568,6.605923201608568
IST,2017-03-28T03,H-D,7.585,0.6610257842459504,6.610257842459504
IST,2017-03-28T03,H-D,7.586,0.6609575624349935,6.609575624349935
IST,2017-03-28T03,H-D,7.587,0.6606812650921065,6.606812650921064
IST,2017-03-28T03,H-D,7.588,0.6602486460209644,6.6024864602096445
IST,2017-03-28T03,H-D,7.589,0.6596944237596369,6.59694423759637
IST,2017-03-28T03,H-D,7.59,0.6591796212198421,6.591796212198421
IST,2017-03-28T03,H-D,7.591,0.6584271197385525,6.584271197385525
IST,2017-03-28T03,H-D,7.592,0.6574522950783893,6.574522950783893
IST,2017-03-28T03,H-D,7.593,0.6562326412754786,6.5623264127547865
IST,2017-03-28T03,H-D,7.594,0.6547685636188482,6.547685636188482
IST,2017-03-28T03,H-D,7.595,0.6533631842780248,6.533631842780247
IST,2017-03-28T03,H-D,7.596,0.6518341909606814,6.518341909606814
IST,2017-03-28T03,H-D,7.597,0.6501778726341672,6.501778726341671
IST,2017-03-28T03,H-D,7.598,0.6484034349003728,6.4840343490037275
IST,2017-03-28T03,H-D,7.599,0.64654752337871,6.4654752337871
IST,2017-03-28T03,H-D,7.6,0.6445621249204181,6.445621249204181
IST,2017-03-28T03,H-D,7.601,0.6426529879768123,6.426529879768123
IST,2017-03-28T03,H-D,7.602,0.6406005490979463,6.406005490979463
IST,2017-03-28T03,H-D,7.603,0.6383374759729822,6.383374759729822
IST,2017-03-28T03,H-D,7.604,0.6359727347423839,6.359727347423839
IST,2017-03-28T03,H-D,7.605,0.6335497946618794,6.335497946618794
IST,2017-03-28T03,H-D,7.606,0.6311003348544744,6.311003348544744
IST,2017-03-28T03,H-D,7.607,0.6286514550999597,6.2865145509995966
IST,2017-03-28T03,H-D,7.608,0.6262252571521961,6.2622525715219615
IST,2017-03-28T03,H-D,7.609,0.6238289780021072,6.238289780021073
IST,2017-03-28T03,H-D,7.61,0.6214186134461781,6.214186134461781
IST,2017-03-28T03,H-D,7.611,0.6189390652687341,6.189390652687341
IST,2017-03-28T03,H-D,7.612,0.6164723520152728,6.164723520152728
IST,2017-03-28T03,H-D,7.613,0.6141444888841558,6.1414448888415585
IST,2017-03-28T03,H-D,7.614,0.6119772520394547,6.119772520394547
IST,2017-03-28T03,H-D,7.615,0.6102198752991957,6.102198752991957
IST,2017-03-28T03,H-D,7.616,0.6081929526728167,6.0819295267281674
IST,2017-03-28T03,H-D,7.617,0.6060613088595711,6.060613088595711
IST,2017-03-28T03,H-D,7.618,0.6038357306141243,6.038357306141243
IST,2017-03-28T03,H-D,7.619,0.6020380399311703,6.020380399311703
IST,2017-03-28T03,H-D,7.62,0.5997989296178631,5.9979892961786305
IST,2017-03-28T03,H-D,7.621,0.5977191064091082,5.977191064091082
IST,2017-03-28T03,H-D,7.622,0.5956543599621839,5.956543599621838
IST,2017-03-28T03,H-D,7.623,0.5935957939450841,5.935957939450841
IST,2017-03-28T03,H-D,7.624,0.5915303850963314,5.915303850963314
IST,2017-03-28T03,H-D,7.625,0.5894487518858595,5.894487518858595
IST,2017-03-28T03,H-D,7.626,0.5873445337252728,5.873445337252728
IST,2017-03-28T03,H-D,7.627,0.5852113590082988,5.852113590082988
IST,2017-03-28T03,H-D,7.628,0.5830406307811081,5.8304063078110815
IST,2017-03-28T03,H-D,7.629,0.5808197551239603,5.808197551239603
IST,2017-03-28T03,H-D,7.63,0.5785296734080068,5.785296734080068
IST,2017-03-28T03,H-D,7.631,0.5761393330272981,5.761393330272981
IST,2017-03-28T03,H-D,7.632,0.5735925452907247,5.735925452907247
IST,2017-03-28T03,H-D,7.633,0.5706739653974857,5.706739653974857
IST,2017-03-28T03,H-D,7.634,0.5675274155806483,5.675274155806483
IST,2017-03-28T03,H-D,7.635,0.5647927904329462,5.647927904329462
IST,2017-03-28T03,H-D,7.636,0.562191135227345,5.62191135227345
IST,2017-03-28T03,H-D,7.637,0.5598114562940172,5.598114562940172
IST,2017-03-28T03,H-D,7.638,0.5575777195023255,5.575777195023255
IST,2017-03-28T03,H-D,7.639,0.555490485929786,5.55490485929786
IST,2017-03-28T03,H-D,7.64,0.5534942123294817,5.534942123294817
IST,2017-03-28T03,H-D,7.641,0.5515594658056143,5.515594658056143
IST,2017-03-28T03,H-D,7.642,0.5496788507723602,5.496788507723602
IST,2017-03-28T03,H-D,7.643,0.547850443122199,5.47850443122199
IST,2017-03-28T03,H-D,7.644,0.5460735667068486,5.4607356670684855
IST,2017-03-28T03,H-D,7.645,0.5443488725294379,5.443488725294379
IST,2017-03-28T03,H-D,7.646,0.5426795813465299,5.426795813465299
IST,2017-03-28T03,H-D,7.647,0.5410731747031972,5.410731747031972
IST,2017-03-28T03,H-D,7.648,0.5395029047315352,5.395029047315352
IST,2017-03-28T03,H-D,7.649,0.5381938038671442,5.381938038671442
IST,2017-03-28T03,H-D,7.65,0.536827772332137,5.36827772332137
IST,2017-03-28T03,H-D,7.651,0.5354515516615804,5.3545155166158045
IST,2017-03-28T03,H-D,7.652,0.5340887469871761,5.340887469871761
IST,2017-03-28T03,H-D,7.653,0.5328350668038011,5.328350668038011
IST,2017-03-28T03,H-D,7.654,0.5314785584348609,5.314785584348609
IST,2017-03-28T03,H-D,7.655,0.5302471135732095,5.3024711357320955
IST,2017-03-28T03,H-D,7.656,0.529099185151105,5.29099185151105
IST,2017-03-28T03,H-D,7.657,0.5277876665275106,5.277876665275106
IST,2017-03-28T03,H-D,7.658,0.5264379721207396,5.264379721207396
IST,2017-03-28T03,H-D,7.659,0.5250484160936926,5.250484160936926
IST,2017-03-28T03,H-D,7.66,0.5236415728447287,5.2364157284472865
IST,2017-03-28T03,H-D,7.661,0.5222387790286525,5.222387790286525
IST,2017-03-28T03,H-D,7.662,0.5207048865088981,5.207048865088981
IST,2017-03-28T03,H-D,7.663,0.5195514561205057,5.195514561205057
IST,2017-03-28T03,H-D,7.664,0.5184297696593149,5.184297696593148
IST,2017-03-28T03,H-D,7.665,0.5174275894071879,5.174275894071879
IST,2017-03-28T03,H-D,7.666,0.5167267565930919,5.167267565930919
IST,2017-03-28T03,H-D,7.667,0.5163108496908398,5.163108496908398
IST,2017-03-28T03,H-D,7.668,0.5162565901229436,5.162565901229436
IST,2017-03-28T03,H-D,7.669,0.5166990804238165,5.166990804238165
IST,2017-03-28T03,H-D,7.67,0.5178107476981444,5.1781074769814435
IST,2017-03-28T03,H-D,7.671,0.5197274479210525,5.197274479210526
IST,2017-03-28T03,H-D,7.672,0.5224368160205334,5.224368160205334
IST,2017-03-28T03,H-D,7.673,0.5257621107056781,5.2576211070567815
IST,2017-03-28T03,H-D,7.674,0.5295437616560913,5.295437616560913
IST,2017-03-28T03,H-D,7.675,0.5333494174099417,5.333494174099417
IST,2017-03-28T03,H-D,7.676,0.5367983878684416,5.367983878684416
IST,2017-03-28T03,H-D,7.677,0.5399160259435257,5.3991602594352575
IST,2017-03-28T03,H-D,7.678,0.5427032293593911,5.427032293593911
IST,2017-03-28T03,H-D,7.679,0.5451700081765154,5.4517000817651535
IST,2017-03-28T03,H-D,7.68,0.5473374372470858,5.473374372470858
IST,2017-03-28T03,H-D,7.681,0.5492294660339709,5.492294660339709
IST,2017-03-28T03,H-D,7.682,0.5508695709183272,5.5086957091832724
IST,2017-03-28T03,H-D,7.683,0.5522804902173808,5.522804902173808
IST,2017-03-28T03,H-D,7.684,0.5534847080513097,5.534847080513097
IST,2017-03-28T03,H-D,7.685,0.5545048091748399,5.545048091748399
IST,2017-03-28T03,H-D,7.686,0.5553635145174298,5.553635145174298
IST,2017-03-28T03,H-D,7.687,0.5560833687700286,5.560833687700287
IST,2017-03-28T03,H-D,7.688,0.5566859439975108,5.566859439975108
IST,2017-03-28T03,H-D,7.689,0.5571904905465493,5.571904905465494
IST,2017-03-28T03,H-D,7.69,0.5576127683545815,5.576127683545815
IST,2017-03-28T03,H-D,7.691,0.5579655825461549,5.579655825461549
IST,2017-03-28T03,H-D,7.692,0.5582563191008062,5.582563191008062
IST,2017-03-28T03,H-D,7.693,0.5583729695563828,5.583729695563829
IST,2017-03-28T03,H-D,7.694,0.5583547194900361,5.583547194900361
IST,2017-03-28T03,H-D,7.695,0.5586830997922196,5.586830997922196
IST,2017-03-28T03,H-D,7.696,0.5591052062986004,5.591052062986003
IST,2017-03-28T03,H-D,7.697,0.5595967784789226,5.595967784789226
IST,2017-03-28T03,H-D,7.698,0.5601525823317528,5.6015258233175285
IST,2017-03-28T03,H-D,7.699,0.5607730758561015,5.607730758561015
IST,2017-03-28T03,H-D,7.7,0.5614626861033626,5.614626861033626
IST,2017-03-28T03,H-D,7.701,0.5622308122558883,5.622308122558883
IST,2017-03-28T03,H-D,7.702,0.5630934614732637,5.630934614732636
IST,2017-03-28T03,H-D,7.703,0.5640790075901971,5.640790075901972
IST,2017-03-28T03,H-D,7.704,0.5652475168060697,5.652475168060697
IST,2017-03-28T03,H-D,7.705,0.5668788464695662,5.6687884646956626
IST,2017-03-28T03,H-D,7.706,0.5686545080225872,5.686545080225872
IST,2017-03-28T03,H-D,7.707,0.5698617362590929,5.698617362590928
IST,2017-03-28T03,H-D,7.708,0.570864017801881,5.70864017801881
IST,2017-03-28T03,H-D,7.709,0.571767761714706,5.71767761714706
IST,2017-03-28T03,H-D,7.71,0.5726483110378497,5.726483110378497
IST,2017-03-28T03,H-D,7.711,0.5735072826184381,5.735072826184381
IST,2017-03-28T03,H-D,7.712,0.5743406443746242,5.743406443746242
IST,2017-03-28T03,H-D,7.713,0.5751790990386785,5.751790990386785
IST,2017-03-28T03,H-D,7.714,0.5762541202747665,5.7625412027476655
IST,2017-03-28T03,H-D,7.715,0.5772716563966038,5.772716563966038
IST,2017-03-28T03,H-D,7.716,0.5779033032584693,5.779033032584692
IST,2017-03-28T03,H-D,7.717,0.5784055017649508,5.784055017649507
IST,2017-03-28T03,H-D,7.718,0.5787717408788043,5.787717408788043
IST,2017-03-28T03,H-D,7.719,0.579112313590436,5.7911231359043605
IST,2017-03-28T03,H-D,7.72,0.5791648250029319,5.7916482500293185
IST,2017-03-28T03,H-D,7.721,0.5790323598782248,5.790323598782248
IST,2017-03-28T03,H-D,7.722,0.5787327075403983,5.787327075403983
IST,2017-03-28T03,H-D,7.723,0.5782333069495089,5.782333069495089
IST,2017-03-28T03,H-D,7.724,0.5774127815995351,5.774127815995351
IST,2017-03-28T03,H-D,7.725,0.5761629669227272,5.761629669227272
IST,2017-03-28T03,H-D,7.726,0.5753015050905832,5.753015050905832
IST,2017-03-28T03,H-D,7.727,0.574611798727567,5.746117987275669
IST,2017-03-28T03,H-D,7.728,0.5739924655745747,5.739924655745748
IST,2017-03-28T03,H-D,7.729,0.573410732493832,5.73410732493832
IST,2017-03-28T03,H-D,7.73,0.5728494131177042,5.728494131177042
IST,2017-03-28T03,H-D,7.731,0.5722989545127085,5.722989545127085
IST,2017-03-28T03,H-D,7.732,0.5717545744757266,5.717545744757267
IST,2017-03-28T03,H-D,7.733,0.5712137065654903,5.712137065654903
IST,2017-03-28T03,H-D,7.734,0.5706733133694204,5.706733133694204
IST,2017-03-28T03,H-D,7.735,0.5701275024700584,5.701275024700584
IST,2017-03-28T03,H-D,7.736,0.5695665774246499,5.695665774246499
IST,2017-03-28T03,H-D,7.737,0.5689812027794918,5.689812027794918
IST,2017-03-28T03,H-D,7.738,0.5683710089487475,5.683710089487475
IST,2017-03-28T03,H-D,7.739,0.5677442634067766,5.677442634067766
IST,2017-03-28T03,H-D,7.74,0.5671082566173735,5.671082566173736
IST,2017-03-28T03,H-D,7.741,0.5664649486583156,5.664649486583157
IST,2017-03-28T03,H-D,7.742,0.5658090896976397,5.658090896976397
IST,2017-03-28T03,H-D,7.743,0.5651151074651987,5.651151074651986
IST,2017-03-28T03,H-D,7.744,0.5643416130579866,5.643416130579865
IST,2017-03-28T03,H-D,7.745,0.5635064023426812,5.635064023426812
IST,2017-03-28T03,H-D,7.746,0.5626448873861686,5.626448873861686
IST,2017-03-28T03,H-D,7.747,0.5617571956754563,5.6175719567545634
IST,2017-03-28T03,H-D,7.748,0.5608313304889727,5.608313304889727
IST,2017-03-28T03,H-D,7.749,0.559822153330746,5.59822153330746
IST,2017-03-28T03,H-D,7.75,0.5584966488586016,5.584966488586016
IST,2017-03-28T03,H-D,7.751,0.5569545287349501,5.569545287349501
IST,2017-03-28T03,H-D,7.752,0.5558647939231905,5.558647939231905
IST,2017-03-28T03,H-D,7.753,0.5550351875603478,5.550351875603478
IST,2017-03-28T03,H-D,7.754,0.5540628164794198,5.540628164794198
IST,2017-03-28T03,H-D,7.755,0.5526667016766345,5.5266670167663445
IST,2017-03-28T03,H-D,7.756,0.5514571173777544,5.514571173777544
IST,2017-03-28T03,H-D,7.757,0.550164906845942,5.50164906845942
IST,2017-03-28T03,H-D,7.758,0.548695230922547,5.486952309225471
IST,2017-03-28T03,H-D,7.759,0.5473872618622753,5.473872618622753
IST,2017-03-28T03,H-D,7.76,0.5458987357106946,5.458987357106945
IST,2017-03-28T03,H-D,7.761,0.5443268313240913,5.443268313240913
IST,2017-03-28T03,H-D,7.762,0.5428576998054098,5.428576998054098
IST,2017-03-28T03,H-D,7.763,0.5415060627509081,5.415060627509081
IST,2017-03-28T03,H-D,7.764,0.540153081136821,5.40153081136821
IST,2017-03-28T03,H-D,7.765,0.5388374767927996,5.388374767927996
IST,2017-03-28T03,H-D,7.766,0.5375407884702298,5.375407884702298
IST,2017-03-28T03,H-D,7.767,0.5362497826238304,5.362497826238304
IST,2017-03-28T03,H-D,7.768,0.534975589979021,5.3497558997902095
IST,2017-03-28T03,H-D,7.769,0.5337137677141783,5.337137677141783
IST,2017-03-28T03,H-D,7.77,0.5324654127309543,5.324654127309543
IST,2017-03-28T03,H-D,7.771,0.5312323528981975,5.312323528981975
IST,2017-03-28T03,H-D,7.772,0.5300157234053852,5.300157234053851
IST,2017-03-28T03,H-D,7.773,0.5288176714856926,5.288176714856926
IST,2017-03-28T03,H-D,7.774,0.527640530887384,5.276405308873841
IST,2017-03-28T03,H-D,7.775,0.5264870332236291,5.264870332236291
IST,2017-03-28T03,H-D,7.776,0.5253602513713983,5.253602513713983
IST,2017-03-28T03,H-D,7.777,0.5242636179658978,5.242636179658978
IST,2017-03-28T03,H-D,7.778,0.5232009661289347,5.232009661289347
